,bodyType,color,fuelType,modelDate,numberOfDoors,productionDate,vehicleTransmission,engineDisplacement,enginePower,mileage,Привод,Руль,Владельцы,ПТС,price
99,седан,серебристый,бензин,2000,4,2001,автоматическая,2.5 LTR,192 N12,294000,задний,Левый,3 или более,Оригинал,275000
100,седан,синий,дизель,2000,4,2000,автоматическая,2.9 LTR,193 N12,401000,задний,Левый,1владелец,Оригинал,360000
101,седан,синий,бензин,2000,4,2003,механическая,2.5 LTR,192 N12,319000,задний,Левый,3 или более,Дубликат,320000
102,седан,зелёный,бензин,1995,4,1998,автоматическая,2.0 LTR,150 N12,250000,задний,Левый,3 или более,Дубликат,260000
103,седан,белый,дизель,2013,4,2013,автоматическая,2.0 LTR,184 N12,69050,задний,Левый,1владелец,Оригинал,1800000
104,седан,серебристый,бензин,2000,4,2001,механическая,2.5 LTR,192 N12,250000,задний,Левый,3 или более,Дубликат,500000
105,седан,чёрный,дизель,2013,4,2015,автоматическая,2.0 LTR,190 N12,179000,задний,Левый,3 или более,Дубликат,1650000
106,седан,белый,дизель,2009,4,2013,автоматическая,2.0 LTR,184 N12,149750,задний,Левый,3 или более,Дубликат,1252000
107,седан,белый,бензин,1995,4,1999,автоматическая,2.5 LTR,170 N12,189000,задний,Левый,3 или более,Оригинал,370000
108,седан,синий,бензин,1995,4,2000,механическая,2.5 LTR,170 N12,208000,задний,Левый,3 или более,Оригинал,249000
109,универсал 5 дв.,серебристый,дизель,2002,5,2006,автоматическая,2.5 LTR,177 N12,202000,задний,Левый,2владельца,Оригинал,715000
110,седан,серый,бензин,1987,4,1989,автоматическая,2.0 LTR,129 N12,345000,задний,Левый,2владельца,Оригинал,650000
111,седан,серый,бензин,2002,4,2004,механическая,2.5 LTR,192 N12,338000,задний,Левый,3 или более,Дубликат,550000
112,седан,чёрный,бензин,2007,4,2008,автоматическая,2.5 LTR,218 N12,199000,задний,Левый,2владельца,Оригинал,740000
113,седан,синий,дизель,2007,4,2007,автоматическая,2.0 LTR,163 N12,410000,задний,Левый,3 или более,Оригинал,650000
114,седан,чёрный,дизель,2013,4,2014,автоматическая,2.0 LTR,190 N12,169000,задний,Левый,3 или более,Оригинал,1650000
115,седан,серый,бензин,1995,4,1996,автоматическая,2.5 LTR,170 N12,450000,задний,Левый,2владельца,Оригинал,210000
116,седан,серебристый,бензин,2007,4,2007,автоматическая,2.5 LTR,218 N12,251000,задний,Левый,3 или более,Дубликат,750000
117,седан,белый,дизель,2013,4,2013,автоматическая,2.0 LTR,184 N12,137000,задний,Левый,2владельца,Оригинал,1500000
118,седан,чёрный,бензин,1995,4,1998,механическая,2.0 LTR,150 N12,280000,задний,Левый,2владельца,Дубликат,215000
119,седан,чёрный,бензин,1995,4,1998,механическая,2.0 LTR,150 N12,280000,задний,Левый,2владельца,Дубликат,215000
120,седан,чёрный,бензин,2002,4,2006,автоматическая,2.5 LTR,218 N12,319000,полный,Левый,3 или более,Оригинал,600000
121,универсал 5 дв.,синий,бензин,2000,5,2002,автоматическая,2.2 LTR,170 N12,399999,задний,Левый,3 или более,Оригинал,330000
122,седан,чёрный,бензин,1995,4,1999,автоматическая,2.5 LTR,170 N12,360000,задний,Левый,3 или более,Оригинал,280000
123,седан,серый,бензин,2002,4,2007,автоматическая,2.5 LTR,177 N12,245000,задний,Левый,2владельца,Оригинал,700000
124,седан,серебристый,бензин,1987,4,1992,механическая,2.5 LTR,192 N12,542000,задний,Левый,3 или более,Оригинал,315000
125,седан,чёрный,бензин,1995,4,1996,автоматическая,2.5 LTR,170 N12,300000,задний,Левый,3 или более,Оригинал,350000
126,седан,синий,бензин,1995,4,1999,механическая,2.0 LTR,150 N12,200000,задний,Левый,3 или более,Оригинал,117000
127,седан,чёрный,бензин,2009,4,2011,автоматическая,2.5 LTR,204 N12,184000,задний,Левый,3 или более,Оригинал,1080000
128,седан,синий,бензин,2000,4,2001,автоматическая,2.5 LTR,192 N12,180000,задний,Левый,3 или более,Оригинал,250000
129,седан,серебристый,бензин,2000,4,2003,автоматическая,2.2 LTR,170 N12,245000,задний,Левый,2владельца,Оригинал,435000
130,седан,чёрный,дизель,2016,4,2019,автоматическая,2.0 LTR,190 N12,97000,полный,Левый,1владелец,Оригинал,2420000
131,седан,серебристый,бензин,2002,4,2005,автоматическая,2.5 LTR,218 N12,218000,полный,Левый,2владельца,Дубликат,510000
132,седан,синий,бензин,1987,4,1993,автоматическая,2.0 LTR,150 N12,400000,задний,Левый,3 или более,Оригинал,160000
133,седан,коричневый,бензин,2007,4,2008,автоматическая,3.0 LTR,272 N12,223400,полный,Левый,1владелец,Оригинал,670000
134,седан,чёрный,дизель,2009,4,2013,автоматическая,2.0 LTR,184 N12,159000,задний,Левый,2владельца,Оригинал,1350000
135,седан,белый,дизель,2016,4,2017,автоматическая,3.0 LTR,249 N12,37000,полный,Левый,1владелец,Оригинал,3350000
